,identificatie,adres,locatie,status_id,status_omschrijving,vervaldatum,merk_id,merk_omschrijving,xmuurvlak,ymuurvlak,windrichting,bouwblok_code,hoogte_tov_nap,datum,peilmerknummer,geometrie,publiceerbaar
596,14589004,De Mirandalaan 9,(Mirandabad),3,Vervallen,2018-06-22,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,23.0,22.0,Z,,0.859,2000-06-01,,POINT (121949.4 483506.0),J
597,14589005,Utrechtsebrug,(brug 439)Kopsekant W muur oprit brug vanaf President Kennedylaan,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,22.0,9.0,O,,4.8094,2000-06-01,,POINT (122336.3 483657.9),J
598,25080009,Haarlemmerweg 495,naast Bos en Lommerweg 1,1,Actueel,,0,Ronde bout met opschrift NAP,-11.0,28.0,N,,0.8973,1991-10-01,25080009,POINT (118884.6 488693.6),J
599,25089000,Haarlemmerweg 495A-K,(bij NAP-bout),1,Actueel,,99,Onbekend,-22.0,24.0,N,,0.8533,1999-06-01,,POINT (118883.2 488692.1),J
600,25089001,Haarlemmerweg 475,hoek Den Brielstraat,3,Vervallen,2012-10-02,99,Onbekend,-18.0,35.0,N,,1.077,1999-06-01,,POINT (119019.0 488685.3),J
601,25089002,Haarlemmerweg 477A-M,in de Den Brielstraat,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-20.0,28.0,O,,1.0095,1999-06-01,,POINT (119001.5 488692.7),J
602,25180002,Watertorenplein 4B,"Machinegebouw ""Gemeentelijke Waterleiding""(x= pilaar links O-ingang;y= boven plint)",1,Actueel,,0,Ronde bout met opschrift NAP,38.0,35.0,N,,2.009,1926-01-01,25180002,POINT (119689.7 488622.2),J
603,25180003,Watertorenplein 4B,"Machinegbouw ""Gemeentelijke Waterleiding""(x= pilaar links W-ingang;y= boven plint)",1,Actueel,,0,Ronde bout met opschrift NAP,38.0,34.0,N,,2.0092,1926-01-01,25180003,POINT (119671.3 488617.9),J
604,25180004,Van Limburg Stirumstraat 1A t/m 3D,"gevel Haarlemmerweg
",1,Actueel,,0,Ronde bout met opschrift NAP,-27.0,46.0,N,,1.0274,1991-10-01,25180004,POINT (120149.8 488739.6),J
605,25180005,Verlengde Zaandijkstraat,NW-landhoofd viadukt onder spoorbaan,1,Actueel,,0,Ronde bout met opschrift NAP,50.0,0.0,NO,,1.1393,2000-11-17,25180005,POINT (120379.2 488989.9),J
606,13089000,Derde Oosterparkstraat 96A/98D,(x = uit portiek),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,48.0,87.0,N,,1.4673,1994-03-18,,POINT (122971.6 485499.5),J
607,13089001,Iepenweg 60,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,19.0,78.0,O,,1.4616,1994-03-18,,POINT (122837.1 485389.9),J
608,13089002,Iepenweg 61,in de Vrolikstraat,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,41.0,81.0,Z,,1.4093,1994-03-18,,POINT (122854.5 485394.3),J
609,13089003,,Wibautstraat 87A/93H,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-22.0,67.0,W,,1.4108,1994-03-18,,POINT (122585.8 485483.4),J
610,13089004,Oetgensdwarsstraat 70,(zijgevel garage),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-192.0,63.0,Z,,1.3463,1994-07-27,,POINT (122513.1 485360.6),J
611,13089005,Oetgensdwarsstraat 1,in de Eerste Oosterparkstraat,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-162.0,48.0,W,,1.1677,1994-07-27,,POINT (122477.3 485447.5),J
612,13089006,Iepenplein 40/56B,in de Tweede Oosterparkstraat,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-13.0,88.0,N,,1.4948,1996-12-09,,POINT (122768.9 485478.6),J
613,13089007,,Tweede Oosterparkstraat 57A/59D,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,12.0,84.0,Z,,1.3613,1996-12-09,,POINT (122748.2 485485.2),J
614,13089008,Grensstraat 100/118,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-4.0,18.0,NW,,0.6199,2000-06-01,,POINT (122583.1 485253.3),J
615,13089009,Overamstelstraat 17/31,(in kolom),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,0.0,0.0,W,,0.7599,2000-06-01,,POINT (122682.2 484801.7),J
616,13180003,ZW-vleugelmuur van het ZO-landhoofd van brug 189 tussen de,Linnaeusstraat en de Middenweg over Ringvaart (y = dekzerk),1,Actueel,,13,Kopbout,-237.0,-35.0,NO,,1.1634,1927-01-01,13180003,POINT (123722.0 485351.8),J
617,13889000,Amsteldijk 162,(naast poort),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,42.0,36.0,O,,1.1468,2000-06-01,,POINT (122643.3 484173.6),J
618,13889001,Amsteldijk 166,in ovale kolom (Riverstate),3,Vervallen,2018-06-22,99,Onbekend,-185.0,11.0,O,,0.9366,1999-06-01,,POINT (122651.4 484132.4),J
619,13889002,,Trompenburgstraat 10B-S,1,Actueel,,99,Onbekend,10.0,22.0,Z,,0.8259,1999-06-01,,POINT (122437.1 484152.4),J
620,13889003,Trompenburgerstraat 4A,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-29.0,10.0,Z,,0.7769,2000-06-01,,POINT (122508.5 484133.1),J
621,14689000,President Kennedylaan 1,in kolom wegzijde,3,Vervallen,2018-06-22,99,Onbekend,0.0,19.0,NW,,0.7961,1999-06-01,,POINT (122678.2 483923.2),J
622,14280001,O-vleugel van het N-landhoofd van de brug (413) in de Am-,stelveenseweg over her Zuider Amstelkanaal (y=bovenk.vl.),3,Vervallen,2017-12-12,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,275.0,-136.0,O,,2.3942,1952-01-01,14280001,POINT (118910.0 483960.0),J
623,14289000,Nieuwbouw bij brug 421 over Zuider Amstelkanaal,,3,Vervallen,2008-07-08,99,Onbekend,-11.0,30.0,N,,1.1058,1999-06-01,,POINT (119096.1 483932.2),J
624,14580005,President Kennedylaan 7,"meest W-beer aan de N-gevel van ""de Mirandabad""",1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,-76.0,30.0,N,,0.7903,1927-01-01,14580005,POINT (122033.95 483675.44),J
625,13189000,Ringdijk 44,(voorgevel links),3,Vervallen,2018-06-22,99,Onbekend,5.0,32.0,NW,,-3.093,1999-06-01,,POINT (123436.6 485105.5),J
626,13189001,Ringdijk 44,(voorgevel rechts),1,Actueel,2018-06-22,99,Onbekend,-9.0,13.0,NW,,-3.082,1999-06-01,,POINT (123409.0 485085.0),J
627,13189002,Bessemerstraat 60/70,(naast ingang),1,Actueel,,99,Onbekend,-7.0,16.0,NO,,-3.4731,1999-06-01,,POINT (123424.5 484995.3),J
628,13189003,Ringdijk 28C-E,(naast doorgang),1,Actueel,,99,Onbekend,-3.0,0.0,NW,,-2.8848,1999-06-01,,POINT (123580.0 485208.3),J
629,13189004,Willem Beukelstraat 1A-M,hoek Ringdijk(in betonnen kolom),1,Actueel,,99,Onbekend,29.0,12.0,W,,-2.939,1999-06-01,,POINT (123561.6 485190.3),J
630,13189005,Willem Beukelsstraat 51/151,in de Zacharias Jansestraat(x = uit regenpijp),1,Actueel,,99,Onbekend,-30.0,26.0,NW,,-3.3114,1999-06-01,,POINT (123692.6 485062.9),J
631,13189006,Kamerlingh Onneslaan 4/10,(naast RABO-bank),1,Actueel,,99,Onbekend,15.0,11.0,ZO,,-3.3008,2000-04-14,,POINT (123855.8 485174.0),J
632,13189007,Nobelweg 21A-G,(naast no.19 tussen twee regenpijpen),1,Actueel,,99,Onbekend,16.0,18.0,ZW,,-3.417,2001-11-20,,POINT (123380.0 484977.8),J
633,13189008,Transvaalstraat 65A/69E,in de Paardekraalstraat,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-22.0,45.0,O,,0.9889,1999-03-16,,POINT (123555.9 485307.5),J
634,13189009,Transvaalstraat 63A-M,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,748.0,53.0,NW,,1.2116,1999-03-16,,POINT (123561.8 485330.8),J
635,24180001,,Kabelweg 41 (trafo),1,Actueel,,0,Ronde bout met opschrift NAP,-9.0,26.0,O,,0.836,1960-01-01,24180001,POINT (118214.6 489614.6),J
636,24380001,,Zaanstraat 391 in de Spaandammerdijk,1,Actueel,,7,"Bijzondere merktekens bijvoorbeeld zeskantige bout, stalen pen etc.",-38.0,82.0,N,,3.6346,1926-01-01,24380001,POINT (119862.799 489565.572),J
637,24480001,ZW-vleugel brug (346) over het Westerkanaal hoek Houtman-,kade / Tasmanstraat,1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,0.0,-81.0,Z,,3.5787,1979-01-01,24480001,POINT (120829.32 489283.5),J
638,22180001,,NW-Vleugelmuur van de brug over de Dijksloot,1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,32.0,-37.0,W,,0.7895,1984-01-01,22180001,POINT (121615.9 492190.0),J
639,22180004,Oostzanerdijk 28,gevel aan Zuideinde(y = boven betonnen stoep),3,Vervallen,2018-01-17,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,10.0,34.0,W,,2.2576,1981-01-01,22180004,POINT (121634.6 492178.0),J
640,15089000,Amstelveenseweg 705,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,21.0,83.0,Z,,1.2101,2007-08-12,,POINT (118905.8 482558.1),J
641,13380003,Honselersdijkstraat 1,hoek Voorburgstraat(trafo; y = boven betonnen fundering),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,15.0,13.0,W,,-0.0032,1959-01-01,13380003,POINT (117961.6 484642.6),J
642,24689001,In Viadukt 438 (Mosplein nabij Distelkade) tegenover trafo,,1,Actueel,,99,Onbekend,145.0,110.0,W,,2.0148,1999-06-01,,POINT (122668.2 489443.3),J
643,24780002,Nieuwendammerdijk 227,Steunbeer rechts van de hoofdingang van toren RK-kerk,1,Actueel,,0,Ronde bout met opschrift NAP,-32.0,100.0,ZW,,3.0488,1952-01-01,24780002,POINT (124230.0 489380.0),J
644,24789000,"Meeuwenlaan 136/134 school "" nieuwendam college""",,1,Actueel,,99,Onbekend,45.0,42.0,W,,2.0834,1999-06-01,,POINT (123560.5 489289.3),J
645,24880002,Nieuwendammerdijk 343,Afgezaagd! Niet meer bruikbaar!,2,Niet te meten,2010-03-12,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,58.0,42.0,NW,,1.8656,1952-01-01,24880002,POINT (124627.2 489343.1),J
646,24880005,Dirkshornplantsoen 1,gevel Nieuwe Purmerweg (y = boven betonrand),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,12.0,78.0,ZW,,0.4151,1972-01-01,24880005,POINT (124408.71 489601.24),J
647,25189000,Fannius Scholtenstraat 43A,(def. meting IJ 172),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-11.0,39.0,W,,0.994,1992-10-10,,POINT (120034.7 488575.5),J
648,25189001,Joan Melchior Kemperstraat 57A-P,hoek Fannius Scholtenstraat(def. meting IJ 172),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,138.0,41.0,N,,0.9827,1992-10-10,,POINT (120003.4 488677.9),J
649,25189002,Fannius Scholtenstraat 29A/33C,in de Van der Hoopstraat(def. meting IJ 172),1,Actueel,,2,Kleine ronde bout,24.0,110.0,N,,1.5538,1992-10-10,,POINT (120041.9 488623.6),J
650,25189003,Van Limburg Stirumstraat 36,(in noordelijke pilaar; def. meting IJ 172),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-15.0,27.0,NO,,0.8823,1992-10-10,,POINT (120177.2 488568.2),J
651,25189004,Van Limburg Stirumstraat 22A-S,(def. meting IJ 172),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-10.0,28.0,O,,0.8845,1992-10-10,,POINT (120123.1 488663.4),J
652,25189005,Van Limburg Stirumstraat 48,(def. meting IJ 172),1,Actueel,,2,Kleine ronde bout,18.0,107.0,NO,,2.2313,1992-10-10,,POINT (120230.2 488516.2),J
653,25189007,Cliffordstraat 2A-N,(schroefpunt),1,Actueel,,99,Onbekend,15.0,86.0,0,,1.4349,1999-06-01,,POINT (119994.4 488590.9),J
654,25189008,,Fannius Scholtenstraat 35A/37D,1,Actueel,,99,Onbekend,-12.0,43.0,W,,0.9349,1999-06-01,,POINT (120025.4 488605.8),J
655,25189009,Joan Melchior Kemperstraat 41A-D,,1,Actueel,,99,Onbekend,-29.0,10.0,N,,0.7739,1999-06-01,,POINT (120079.9 488679.3),J
656,25189010,Joan Melchior Kemperstraat 106A-E,,1,Actueel,,99,Onbekend,22.0,108.0,Z,,1.5826,1999-06-01,,POINT (119928.9 488691.4),J
657,25189012,Van Limburg Stirumstraat 32A-D,in de Bentinckstraat,1,Actueel,,99,Onbekend,16.0,16.0,NW,,0.8637,1999-06-01,,POINT (120128.6 488597.7),J
658,25189013,Van Hallstraat 6,(?gevel Waterkersweg?),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-17.0,8.0,Z,,0.7621,2000-06-01,,POINT (119791.6 488536.7),J
659,25280006,Haarlemmerplein 50,"""De Haarlemmerpoort""",3,Vervallen,2007-08-27,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,182.0,145.0,ZO,,3.8806,1952-01-01,25280006,POINT (120690.0 488700.0),J
660,25280008,,Kleine Bickersstraat 2/8,1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,127.0,23.0,O,,2.0243,1979-01-01,25280008,POINT (121094.3 488753.0),J
661,25280009,Zoutkeetsgracht 2,hoek Bokkinghangen,1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,-211.0,33.0,Z,,2.1857,1979-01-01,25280009,POINT (121154.7 489089.5),J
662,11189013,,"Da Costastraat 66-68, linker bouwmuur",1,Actueel,,2,Kleine ronde bout,-15.0,7.0,O,,1.4465,2018-05-01,,POINT (120084.0 486825.0),J
663,11189014,,"Kinkerstraat 32, hoek/kant Da Costastraat",1,Actueel,,2,Kleine ronde bout,8.0,14.0,O,,1.2121,2018-05-01,,POINT (120090.0 486800.0),J
664,11189015,,"Da Costakade 183a-195f, rechter bouwmuur",1,Actueel,,2,Kleine ronde bout,-40.0,27.0,W,,1.2479,2018-05-01,,POINT (120077.0 486685.0),J
665,13789011,,"Oude-IJselstraat 17, linker bouwmuur",1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,0.0,0.0,N,,0.9752,2018-06-01,,POINT (121864.0 484546.0),J
666,26089026,,"Tuinstraat 52A-D (waarschijnlijk in rechterbouwmmuur, zie ook 26089021)",1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,-10.0,16.0,Z,,1.0244,2018-06-01,,POINT (120754.0 487856.0),J
667,11589027,,Kraaienhofstraat 10,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,7.0,13.0,NW,,1.2303,2018-06-01,,POINT (123774.0 486846.0),J
668,10489038,,Singel 176,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,0.0,0.0,,,2.9235,2018-06-01,,POINT (121087.0 487551.9),J
669,25489002,,"Viaduct Adelaarsweg onder Johan van Hasseltweg, In keermuur schuin naar boven stekende bout",1,Actueel,,2,Kleine ronde bout,-400.0,40.0,NW,,1.4759,2018-02-18,,POINT (123194.0 489090.0),J
670,10489036,,Bloemgracht 49,1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,0.0,0.0,N,,0.9731,2018-06-01,,POINT (120556.5 487547.15),J
671,10489037,,Prinsengracht 377 B-C,1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,0.0,0.0,W,,1.0096,2018-06-01,,POINT (120675.5 487211.57),J
672,11389033,Nieuwe Keizersgracht 80/86,in de Weesperstraat (zit bij 11389027),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,0.0,0.0,N,,2.521,2018-06-01,,POINT (122190.0 486449.0),J
673,12989017,,Govert Flinckstraat 235 (rechter bouwmuur),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,0.0,0.0,Z,,0.893,2018-06-01,,POINT (121615.2 485457.2),J
674,12789008,Brug 409 Emmastraat over Noorder Amstelkanaal,Westelijke vleugelmuur van het noordelijk landhoofd,1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,0.0,0.0,Z,,2.3996,2018-06-01,,POINT (119782.0 485050.0),J
